사고월,사고일,합계,과로,과속,앞지르기 방법위반,앞지르기 금지위반,중앙선 침범,신호위반,안전거리 미확보,서행 및 일시정지위반,부당한 회전,통행우선 순위위반,진로양보 의무 불이행,안전운전 의무 불이행,교차로 통행방법 위반,보행자 보호의무 위반,차로위반(진로변경 위반),직진 및 우회전차의 통행방해,철길건널목 통과방법위반,긴급자동차에대한 피양의무 위반,기타(운전자법규위반),정비불량 제차의 운전금지위반
09월,28일,541,-,1,-,-,24,69,45,1,5,-,-,306,33,20,8,16,-,-,13,-
09월,29일,589,-,3,-,-,22,67,49,2,5,-,-,342,34,20,9,24,-,-,12,-
09월,30일,498,-,2,1,-,28,64,39,1,2,-,-,282,35,12,6,13,-,-,13,-
10월,합계,"19,738",1,93,7,30,874,"2,269","1,909",46,134,2,3,"11,050","1,239",730,367,560,1,1,422,-
10월,01일,593,-,3,-,1,33,62,59,3,7,-,-,329,24,21,17,18,-,-,16,-
10월,02일,673,-,4,1,1,32,66,71,2,3,-,-,373,46,25,14,18,-,-,17,-
10월,03일,548,-,2,-,-,31,66,53,5,4,-,-,298,34,14,8,13,-,-,20,-
10월,04일,705,1,2,1,-,24,88,83,1,4,-,-,389,36,23,10,22,-,-,21,-
10월,05일,858,-,1,-,1,36,96,96,1,4,-,-,488,43,43,15,23,-,-,11,-
10월,06일,638,-,9,-,-,27,80,46,-,3,-,-,382,38,16,9,8,-,-,20,-
10월,07일,564,-,1,-,-,37,72,49,-,2,-,-,318,41,11,7,15,-,-,11,-
10월,08일,658,-,6,-,-,26,61,61,-,9,-,1,377,41,28,7,19,-,-,22,-
10월,09일,494,-,-,-,1,25,57,38,2,-,-,-,290,35,14,6,17,-,-,9,-
10월,10일,561,-,2,-,1,21,55,48,-,6,-,-,314,39,28,16,19,-,-,12,-
10월,11일,596,-,5,-,1,23,76,63,1,4,-,-,328,32,19,14,17,1,-,12,-
10월,12일,704,-,-,-,1,40,93,77,-,6,1,-,392,31,18,14,15,-,-,16,-
10월,13일,609,-,6,-,-,30,72,57,-,5,-,-,337,39,22,14,15,-,-,12,-
10월,14일,471,-,1,-,-,13,63,45,-,4,-,-,264,35,14,8,14,-,-,10,-
10월,15일,582,-,3,-,1,25,61,56,1,3,-,-,323,39,27,17,14,-,-,12,-
10월,16일,590,-,1,-,2,25,61,52,1,5,-,-,358,28,18,11,12,-,-,16,-
10월,17일,645,-,2,-,-,28,68,74,2,3,-,-,345,45,33,9,19,-,-,17,-
10월,18일,680,-,2,-,2,20,73,69,4,5,-,-,372,53,26,14,23,-,-,17,-
10월,19일,779,-,5,1,2,27,93,76,-,6,-,-,424,42,36,20,27,-,-,20,-
10월,20일,756,-,-,-,1,40,84,71,4,4,-,-,428,50,21,21,18,-,-,14,-
10월,21일,545,-,4,2,2,31,59,37,1,4,-,-,330,34,6,6,21,-,-,8,-
10월,22일,567,-,2,-,1,19,61,52,1,1,1,-,326,39,24,10,18,-,-,12,-
10월,23일,595,-,4,-,1,32,63,63,1,4,-,-,323,45,16,12,21,-,-,10,-
10월,24일,723,-,3,-,1,30,88,79,1,2,-,-,393,49,33,11,17,-,-,16,-
10월,25일,680,-,4,1,2,27,79,69,2,2,-,1,378,48,25,16,15,-,-,11,-
10월,26일,691,-,6,-,1,40,76,59,1,6,-,-,377,49,31,13,19,-,-,13,-
10월,27일,689,-,3,-,5,29,85,53,4,7,-,-,397,35,25,10,24,-,1,11,-
10월,28일,521,-,3,-,-,26,66,52,1,3,-,-,292,34,10,7,17,-,-,10,-
10월,29일,671,-,4,-,1,27,83,76,1,4,-,-,361,40,39,11,17,-,-,7,-
10월,30일,677,-,1,-,1,27,85,66,3,6,-,-,377,37,39,11,19,-,-,5,-
10월,31일,675,-,4,1,-,23,77,59,3,8,-,1,367,58,25,9,26,-,-,14,-
11월,합계,"19,029",1,82,9,29,786,"2,334","1,916",50,143,2,7,"10,423","1,179",727,367,561,-,-,413,-
11월,01일,672,-,2,-,1,24,92,56,2,5,-,1,353,51,34,15,20,-,-,16,-
11월,02일,816,-,4,-,2,33,89,64,5,9,1,-,463,56,32,20,22,-,-,16,-
11월,03일,643,-,-,1,-,26,93,63,-,6,-,-,360,41,19,7,16,-,-,11,-
11월,04일,526,-,2,-,1,24,64,56,1,6,-,-,283,33,14,9,20,-,-,13,-
11월,05일,653,-,3,-,1,19,77,63,-,3,-,-,381,39,27,9,13,-,-,18,-
11월,06일,609,-,4,-,1,20,75,70,2,2,-,-,330,41,28,8,12,-,-,16,-
11월,07일,707,-,5,2,1,37,86,67,2,6,-,-,388,43,33,12,11,-,-,14,-
11월,08일,851,-,2,-,-,44,129,88,2,3,-,-,438,42,56,11,24,-,-,12,-
11월,09일,719,-,4,-,2,31,71,80,-,6,1,-,418,42,22,14,19,-,-,9,-
11월,10일,673,-,2,-,1,28,74,80,1,4,-,-,389,24,22,16,16,-,-,16,-
11월,11일,471,-,3,-,-,26,60,47,3,2,-,1,244,32,13,16,12,-,-,12,-
11월,12일,586,-,-,-,1,23,79,59,1,1,-,1,319,37,19,8,21,-,-,17,-
11월,13일,612,-,4,-,1,29,76,58,2,4,-,-,329,47,23,8,16,-,-,15,-
11월,14일,680,-,4,-,-,35,83,67,2,6,-,-,348,47,35,19,18,-,-,16,-
11월,15일,608,-,5,-,1,25,67,59,1,5,-,-,342,43,17,13,20,-,-,10,-
11월,16일,647,-,3,1,1,34,81,65,3,3,-,1,352,37,22,12,12,-,-,20,-
11월,17일,669,-,3,-,1,34,71,74,2,6,-,-,376,41,17,17,17,-,-,10,-
11월,18일,440,-,4,1,-,33,59,44,2,4,-,-,231,25,5,9,14,-,-,9,-
11월,19일,581,-,2,1,1,18,68,65,-,6,-,1,314,30,21,13,28,-,-,13,-
11월,20일,649,-,2,-,1,22,108,50,-,7,-,-,338,46,29,15,22,-,-,9,-
11월,21일,605,1,2,1,1,16,81,64,4,5,-,2,313,38,28,16,22,-,-,11,-
11월,22일,659,-,2,-,1,21,77,67,5,8,-,-,340,38,38,14,32,-,-,16,-
11월,23일,710,-,1,-,2,26,84,70,1,7,-,-,405,40,20,9,25,-,-,20,-
11월,24일,689,-,1,1,1,30,99,64,2,4,-,-,385,44,25,8,14,-,-,11,-
11월,25일,433,-,4,-,-,15,55,44,1,4,-,-,244,22,9,9,17,-,-,9,-
11월,26일,634,-,3,-,2,24,68,64,1,4,-,-,353,43,17,15,20,-,-,20,-
11월,27일,591,-,3,-,2,21,65,54,2,4,-,-,342,39,24,8,13,-,-,14,-
11월,28일,622,-,3,-,1,26,62,80,1,4,-,-,316,44,28,13,26,-,-,18,-
11월,29일,561,-,3,-,1,21,57,57,-,4,-,-,316,36,28,10,17,-,-,11,-
11월,30일,713,-,2,1,1,21,84,77,2,5,-,-,413,38,22,14,22,-,-,11,-
12월,합계,"18,010",-,61,5,28,792,"2,242","1,697",48,109,2,4,"9,946","1,159",743,308,516,-,-,349,1
12월,01일,598,-,3,-,5,24,77,64,2,1,-,-,329,43,11,10,15,-,-,14,-
12월,02일,446,-,3,-,1,17,57,42,1,3,-,-,257,21,16,3,15,-,-,10,-
12월,03일,650,-,2,-,-,28,72,66,1,3,-,-,338,58,36,21,11,-,-,14,-
12월,04일,567,-,2,-,2,27,76,68,2,3,-,-,298,27,25,6,18,-,-,13,-
12월,05일,559,-,1,1,-,24,71,59,4,6,-,-,268,39,39,15,17,-,-,15,-
12월,06일,631,-,4,-,-,34,78,46,1,5,-,-,327,49,32,18,25,-,-,12,-
12월,07일,692,-,-,1,-,31,76,78,1,4,-,-,380,46,27,14,19,-,-,15,-
12월,08일,604,-,2,-,-,42,91,45,3,4,-,-,328,40,19,7,12,-,-,11,-
12월,09일,393,-,3,-,-,21,61,39,-,1,-,-,199,18,18,10,11,-,-,12,-
12월,10일,590,-,2,-,-,23,64,59,1,3,-,1,325,38,25,12,18,-,-,19,-
12월,11일,628,-,2,-,1,30,69,53,4,4,-,-,365,36,34,10,13,-,-,7,-
12월,12일,613,-,1,-,2,26,74,59,3,4,-,-,336,40,29,8,19,-,-,11,1
12월,13일,626,-,2,-,2,22,64,49,-,5,-,-,383,40,22,4,28,-,-,5,-
12월,14일,692,-,2,-,2,29,101,71,4,4,-,-,358,44,25,13,27,-,-,12,-
12월,15일,686,-,1,-,1,41,88,64,1,5,-,-,378,47,23,11,15,-,-,11,-
12월,16일,428,-,1,-,-,19,54,40,1,3,-,-,245,24,16,7,14,-,-,4,-
12월,17일,704,-,3,-,-,34,68,64,3,4,-,-,420,35,31,9,21,-,-,12,-
12월,18일,653,-,3,-,-,25,83,59,1,5,-,-,358,42,31,17,20,-,-,9,-
12월,19일,619,-,1,-,-,24,78,65,6,2,-,-,349,36,19,12,15,-,-,12,-
12월,20일,578,-,5,-,1,24,80,47,-,2,-,1,311,38,30,9,19,-,-,11,-
12월,21일,684,-,2,-,3,25,79,65,-,7,-,1,391,44,28,10,13,-,-,16,-
12월,22일,622,-,2,-,1,26,57,48,2,4,-,1,376,43,24,7,21,-,-,10,-
12월,23일,434,-,3,-,-,22,74,28,1,-,-,-,239,27,12,8,11,-,-,9,-
12월,24일,633,-,2,1,2,29,69,72,-,7,1,-,340,51,18,10,17,-,-,14,-
12월,25일,413,-,-,-,1,15,56,29,1,6,-,-,233,33,17,8,9,-,-,5,-
12월,26일,579,-,1,-,-,19,69,61,1,2,-,-,347,27,20,8,12,-,-,12,-
12월,27일,591,-,2,1,1,23,83,58,-,2,-,-,315,44,29,7,16,-,-,10,-
12월,28일,643,-,2,-,-,30,80,64,-,4,-,-,342,47,30,11,19,-,-,14,-
12월,29일,464,-,2,-,1,16,55,50,1,2,-,-,264,26,17,7,13,-,-,10,-
12월,30일,379,-,-,1,1,15,64,20,-,2,-,-,211,26,15,5,12,-,-,7,-
12월,31일,611,-,2,-,1,27,74,65,3,2,1,-,336,30,25,11,21,-,-,13,-
,,,,,,,,,,,,,,,,,,,,,,
