사고월,사고일,합계,과로,과속,앞지르기 방법위반,앞지르기 금지위반,중앙선 침범,신호위반,안전거리 미확보,서행 및 일시정지위반,부당한 회전,통행우선 순위위반,진로양보 의무 불이행,안전운전 의무 불이행,교차로 통행방법 위반,보행자 보호의무 위반,차로위반(진로변경 위반),직진 및 우회전차의 통행방해,철길건널목 통과방법위반,긴급자동차에대한 피양의무 위반,기타(운전자법규위반),정비불량 제차의 운전금지위반
09월,28일,748,-,5,-,-,33,90,69,4,5,-,-,435,41,17,20,14,-,-,15,-
09월,29일,572,-,2,-,2,31,70,42,1,1,1,1,326,35,20,9,23,-,-,8,-
09월,30일,722,-,3,1,-,36,85,66,1,3,-,-,401,52,19,14,28,-,-,13,-
10월,합계,"21,690",-,115,10,40,895,"2,557","2,149",39,127,1,3,"11,955","1,415",820,427,680,2,-,455,-
10월,01일,691,-,3,1,1,25,74,73,2,6,-,1,385,40,32,11,20,1,-,16,-
10월,02일,921,-,3,-,-,31,124,114,2,4,-,-,485,43,58,8,32,-,-,17,-
10월,03일,592,-,8,-,-,24,80,46,-,2,-,-,331,41,16,20,14,-,-,10,-
10월,04일,752,-,1,-,2,30,82,51,1,6,-,1,440,51,36,17,18,-,-,16,-
10월,05일,596,-,3,-,2,30,54,64,2,7,-,-,330,44,21,10,17,-,-,12,-
10월,06일,502,-,2,-,-,17,69,42,1,3,-,-,278,30,14,15,20,1,-,10,-
10월,07일,703,-,6,-,-,26,91,65,1,3,-,-,384,49,34,10,24,-,-,10,-
10월,08일,766,-,3,-,1,30,77,71,2,3,-,-,441,60,25,12,29,-,-,12,-
10월,09일,641,-,6,-,2,25,84,70,2,5,-,-,347,39,13,9,20,-,-,19,-
10월,10일,719,-,6,2,4,34,90,59,2,7,-,-,357,50,44,14,32,-,-,18,-
10월,11일,768,-,2,-,2,35,91,87,4,4,-,-,399,67,28,20,17,-,-,12,-
10월,12일,754,-,5,1,-,31,97,72,2,3,-,-,421,42,23,20,21,-,-,16,-
10월,13일,522,-,1,-,1,31,59,49,3,2,-,-,293,31,13,12,15,-,-,12,-
10월,14일,736,-,1,-,-,36,84,68,1,6,-,-,411,43,27,16,21,-,-,22,-
10월,15일,740,-,4,1,1,16,102,68,1,3,-,-,410,48,30,15,25,-,-,16,-
10월,16일,710,-,5,-,-,33,69,72,1,5,-,-,404,46,26,10,26,-,-,13,-
10월,17일,664,-,-,-,2,33,65,82,-,5,-,-,374,42,23,11,18,-,-,9,-
10월,18일,831,-,4,-,2,42,102,83,2,7,-,-,431,51,37,20,32,-,-,18,-
10월,19일,684,-,5,-,1,30,79,62,1,4,-,-,387,56,20,11,14,-,-,14,-
10월,20일,536,-,6,-,3,18,65,49,-,3,-,-,309,30,16,6,17,-,-,14,-
10월,21일,722,-,3,2,2,27,90,73,-,1,-,-,385,49,31,16,29,-,-,14,-
10월,22일,718,-,4,-,1,30,86,81,-,5,-,-,392,41,18,18,32,-,-,10,-
10월,23일,648,-,3,-,-,19,74,61,-,6,-,-,371,43,30,15,17,-,-,9,-
10월,24일,734,-,2,1,3,30,82,83,1,1,-,-,416,38,25,11,23,-,-,18,-
10월,25일,807,-,2,-,1,44,104,89,1,4,-,-,425,49,33,15,19,-,-,21,-
10월,26일,700,-,5,-,3,27,68,78,1,1,1,1,399,52,18,13,20,-,-,13,-
10월,27일,609,-,2,1,-,22,74,66,1,3,-,-,352,39,14,6,17,-,-,12,-
10월,28일,707,-,5,-,-,32,83,60,1,2,-,-,395,44,29,16,19,-,-,21,-
10월,29일,718,-,5,1,2,32,90,72,2,4,-,-,367,59,32,15,20,-,-,17,-
10월,30일,783,-,7,-,4,28,88,74,-,4,-,-,437,42,30,23,29,-,-,17,-
10월,31일,716,-,3,-,-,27,80,65,2,8,-,-,399,56,24,12,23,-,-,17,-
11월,합계,"21,517",-,112,7,38,847,"2,598","2,219",38,140,2,7,"11,848","1,369",831,389,634,-,-,437,1
11월,01일,781,-,4,-,-,37,104,74,2,9,-,-,422,49,31,12,18,-,-,18,1
11월,02일,734,-,3,-,-,28,83,82,1,7,-,1,405,46,18,21,19,-,-,20,-
11월,03일,524,-,4,1,-,14,55,48,2,3,-,-,307,36,19,13,15,-,-,7,-
11월,04일,767,-,5,-,2,33,102,82,-,6,-,-,407,46,35,15,21,-,-,13,-
11월,05일,734,-,3,-,2,31,92,82,-,3,-,-,397,44,24,13,27,-,-,16,-
11월,06일,721,-,1,-,4,24,92,72,-,5,-,-,395,52,25,11,22,-,-,18,-
11월,07일,755,-,2,-,3,37,106,90,-,5,-,-,398,36,27,13,22,-,-,16,-
11월,08일,824,-,2,1,5,34,85,91,1,4,-,-,454,53,45,14,14,-,-,21,-
11월,09일,723,-,6,-,2,32,75,91,1,3,-,-,399,43,24,8,28,-,-,11,-
11월,10일,626,-,5,1,1,27,86,52,2,5,-,-,360,39,22,9,10,-,-,7,-
11월,11일,737,-,5,-,1,27,93,64,3,3,-,1,403,45,41,14,23,-,-,14,-
11월,12일,635,-,6,-,-,21,73,59,1,6,1,-,356,41,24,12,19,-,-,16,-
11월,13일,707,-,2,-,-,16,93,57,1,6,-,-,407,49,27,14,24,-,-,11,-
11월,14일,772,-,8,-,1,27,91,70,-,2,1,-,433,50,30,14,24,-,-,21,-
11월,15일,903,-,6,-,1,46,100,114,4,6,-,-,490,50,39,15,18,-,-,14,-
11월,16일,704,-,2,-,1,25,86,69,2,2,-,1,400,54,26,6,20,-,-,10,-
11월,17일,583,-,1,-,-,33,64,48,1,4,-,-,326,41,25,10,19,-,-,11,-
11월,18일,694,-,6,-,3,24,87,65,1,4,-,1,368,57,26,13,21,-,-,18,-
11월,19일,757,-,-,-,2,34,79,97,-,3,-,1,415,52,29,8,23,-,-,14,-
11월,20일,764,-,5,-,-,30,78,95,2,4,-,-,382,60,48,14,25,-,-,21,-
11월,21일,748,-,2,-,1,31,82,75,2,3,-,-,412,46,30,23,31,-,-,10,-
11월,22일,816,-,5,1,3,36,93,84,-,10,-,-,446,47,32,17,21,-,-,21,-
11월,23일,714,-,6,-,4,26,85,83,-,7,-,1,404,31,20,9,22,-,-,16,-
11월,24일,534,-,3,-,-,15,70,45,-,5,-,-,313,28,17,10,21,-,-,7,-
11월,25일,684,-,2,-,-,28,94,70,1,6,-,-,378,37,16,16,22,-,-,14,-
11월,26일,682,-,3,1,-,19,83,65,3,4,-,-,381,43,32,16,13,-,-,19,-
11월,27일,667,-,-,-,1,25,76,83,5,2,-,-,371,31,34,11,20,-,-,8,-
11월,28일,700,-,7,-,-,26,97,54,-,6,-,-,370,60,30,10,25,-,-,15,-
11월,29일,821,-,4,1,-,34,102,78,3,4,-,-,444,58,25,20,29,-,-,19,-
11월,30일,706,-,4,1,1,27,92,80,-,3,-,1,405,45,10,8,18,-,-,11,-
12월,합계,"19,548",-,91,8,33,763,"2,320","1,964",50,108,3,4,"10,901","1,252",763,351,539,-,-,398,-
12월,01일,584,-,3,-,-,33,82,49,2,1,-,-,335,23,9,12,23,-,-,12,-
12월,02일,611,-,4,1,2,20,70,59,1,2,-,-,351,39,29,7,16,-,-,10,-
12월,03일,652,-,1,-,2,18,92,71,-,4,-,-,342,45,36,4,24,-,-,13,-
12월,04일,716,-,3,1,1,30,77,68,4,1,-,-,418,43,25,9,20,-,-,16,-
12월,05일,649,-,4,-,2,29,76,71,2,3,-,-,348,45,43,7,11,-,-,8,-
12월,06일,733,-,2,-,2,25,74,86,4,3,-,1,391,60,25,11,26,-,-,23,-
12월,07일,660,-,5,-,1,22,73,65,4,3,1,-,395,38,17,11,15,-,-,10,-
12월,08일,513,-,-,-,-,18,69,39,2,2,-,-,304,31,16,6,17,-,-,9,-
12월,09일,628,-,4,-,2,28,63,57,-,4,-,-,362,44,26,13,14,-,-,11,-
12월,10일,683,-,2,1,1,33,97,75,1,6,-,-,360,34,20,17,19,-,-,17,-
12월,11일,617,-,1,-,1,24,71,72,5,3,-,-,321,39,27,20,24,-,-,9,-
12월,12일,685,-,3,-,2,26,89,72,3,5,-,-,366,43,29,13,14,-,-,20,-
12월,13일,781,-,3,-,-,27,83,76,1,5,-,-,435,69,27,21,14,-,-,20,-
12월,14일,800,-,2,-,1,37,84,70,2,5,-,2,481,50,20,11,17,-,-,18,-
12월,15일,528,-,4,1,2,23,63,43,4,3,-,-,309,26,15,8,21,-,-,6,-
12월,16일,658,-,1,-,2,26,69,68,1,2,-,-,346,57,30,14,23,-,-,19,-
12월,17일,639,-,5,-,-,17,71,74,1,3,-,-,341,49,29,16,22,-,-,11,-
12월,18일,592,-,3,-,1,29,79,60,1,3,-,-,319,35,24,11,16,-,-,11,-
12월,19일,677,-,4,-,1,20,75,83,-,4,-,-,366,40,35,13,17,-,-,19,-
12월,20일,712,-,5,-,-,33,82,75,1,4,1,-,400,40,30,15,16,-,-,10,-
12월,21일,619,-,4,-,-,28,74,59,-,2,-,-,366,41,16,7,11,-,-,11,-
12월,22일,492,-,3,-,1,16,76,45,1,3,-,-,257,38,18,11,12,-,-,11,-
12월,23일,643,-,4,-,1,29,69,68,3,6,-,-,358,31,29,15,17,-,-,13,-
12월,24일,716,-,4,1,-,27,90,68,2,5,-,-,390,44,34,16,19,-,-,16,-
12월,25일,433,-,1,-,-,15,56,45,-,3,-,1,267,13,7,6,10,-,-,9,-
12월,26일,617,-,-,1,1,23,71,60,1,4,-,-,343,41,28,13,16,-,-,15,-
12월,27일,654,-,7,1,1,28,82,59,2,6,-,-,353,46,40,7,15,-,-,7,-
12월,28일,550,-,5,-,3,12,57,63,-,4,-,-,318,31,17,7,22,-,-,11,-
12월,29일,460,-,4,-,1,17,65,37,1,2,-,-,266,25,17,6,11,-,-,8,-
12월,30일,619,-,-,-,1,28,67,62,-,3,1,-,335,58,22,15,17,-,-,10,-
12월,31일,627,-,-,1,1,22,74,65,1,4,-,-,358,34,23,9,20,-,-,15,-
,,,,,,,,,,,,,,,,,,,,,,
